title,description,text,effort_hours
Mettre en place Ajout d'un menu de navigation,Menu responsive avec liens vers les pages principales,Mettre en place Ajout d'un menu de navigation Menu responsive avec liens vers les pages principales,3.4
Ajouter la fonctionnalité : Système de tags et étiquettes,Ajout d'un système de tags réutilisables sur plusieurs entités,Ajouter la fonctionnalité : Système de tags et étiquettes Ajout d'un système de tags réutilisables sur plusieurs entités,10.6
Développer : Export CSV simple,Bouton pour exporter une liste en fichier CSV basique,Développer : Export CSV simple Bouton pour exporter une liste en fichier CSV basique,4.5
Créer Modifier le profil utilisateur,"Formulaire pour éditer nom, email et photo de profil","Créer Modifier le profil utilisateur Formulaire pour éditer nom, email et photo de profil",7.7
Ajouter la fonctionnalité : Automatisation complète des tests avec IA,Génération automatique de scénarios de test à partir de l'analyse du code par IA,Ajouter la fonctionnalité : Automatisation complète des tests avec IA Génération automatique de scénarios de test à partir de l'analyse du code par IA,41.8
Ajouter la fonctionnalité : Ajout d'un système de favoris,Bouton pour ajouter/retirer un élément des favoris de l'utilisateur,Ajouter la fonctionnalité : Ajout d'un système de favoris Bouton pour ajouter/retirer un élément des favoris de l'utilisateur,6.0
Développer : Système de messagerie interne,"Chat simple entre utilisateurs avec historique des messages, sans temps réel","Développer : Système de messagerie interne Chat simple entre utilisateurs avec historique des messages, sans temps réel",21.5
Intégration paiement en ligne,"Ajouter Stripe pour permettre aux clients de payer leurs commandes, avec gestion des erreurs et webhook de confirmation","Intégration paiement en ligne Ajouter Stripe pour permettre aux clients de payer leurs commandes, avec gestion des erreurs et webhook de confirmation",40.0
Créer Changer le mot de passe,Formulaire simple de changement de mot de passe avec validation basique,Créer Changer le mot de passe Formulaire simple de changement de mot de passe avec validation basique,5.5
Développer : Liste des produits avec filtres simples,Affichage produits avec filtre par catégorie uniquement,Développer : Liste des produits avec filtres simples Affichage produits avec filtre par catégorie uniquement,7.4
Intégration paiement en ligne,"Ajouter Stripe pour permettre aux clients de payer leurs commandes, avec gestion des erreurs et webhook de confirmation","Intégration paiement en ligne Ajouter Stripe pour permettre aux clients de payer leurs commandes, avec gestion des erreurs et webhook de confirmation",37.0
Système de messagerie interne,"Chat simple entre utilisateurs avec historique des messages, sans temps réel","Système de messagerie interne Chat simple entre utilisateurs avec historique des messages, sans temps réel",19.5
Ajouter la fonctionnalité : Estimation automatique de l'effort par IA,Modèle de machine learning qui prédit l'effort nécessaire à partir de la description d'une tâche,Ajouter la fonctionnalité : Estimation automatique de l'effort par IA Modèle de machine learning qui prédit l'effort nécessaire à partir de la description d'une tâche,57.5
Mettre en place Système de traduction automatique intégré,Traduction en temps réel du contenu de l'application dans plusieurs langues via un modèle NLP,Mettre en place Système de traduction automatique intégré Traduction en temps réel du contenu de l'application dans plusieurs langues via un modèle NLP,46.7
Système de recommandation basé sur le deep learning,Moteur de recommandation utilisant un réseau de neurones entraîné sur les données utilisateurs,Système de recommandation basé sur le deep learning Moteur de recommandation utilisant un réseau de neurones entraîné sur les données utilisateurs,62.0
Ajouter la fonctionnalité : Ajouter un champ de recherche,Barre de recherche simple qui filtre une liste côté client,Ajouter la fonctionnalité : Ajouter un champ de recherche Barre de recherche simple qui filtre une liste côté client,3.5
Système de reconnaissance d'image,Intégration d'un modèle de vision par ordinateur pour classifier des images uploadées,Système de reconnaissance d'image Intégration d'un modèle de vision par ordinateur pour classifier des images uploadées,58.0
Architecture microservices pour module critique,Refonte d'un module en microservice indépendant avec communication asynchrone,Architecture microservices pour module critique Refonte d'un module en microservice indépendant avec communication asynchrone,46.0
Créer Intégration webhook multi-services,Système d'événements sortants vers plusieurs services externes avec retry automatique,Créer Intégration webhook multi-services Système d'événements sortants vers plusieurs services externes avec retry automatique,30.9
Chatbot intelligent avec NLP,Assistant conversationnel utilisant le traitement du langage naturel pour répondre aux questions clients,Chatbot intelligent avec NLP Assistant conversationnel utilisant le traitement du langage naturel pour répondre aux questions clients,55.0
Intégration API de paiement multiple,"Support de plusieurs passerelles de paiement (Stripe, PayPal, virement) avec réconciliation","Intégration API de paiement multiple Support de plusieurs passerelles de paiement (Stripe, PayPal, virement) avec réconciliation",42.0
Développer : Export PDF de rapport,Génération de rapports PDF dynamiques avec mise en page personnalisée,Développer : Export PDF de rapport Génération de rapports PDF dynamiques avec mise en page personnalisée,11.8
Développer : Système de commentaires avec modération,Commentaires avec système de signalement et validation par un admin,Développer : Système de commentaires avec modération Commentaires avec système de signalement et validation par un admin,19.4
Système de tags et étiquettes,Ajout d'un système de tags réutilisables sur plusieurs entités,Système de tags et étiquettes Ajout d'un système de tags réutilisables sur plusieurs entités,10.4
Créer Calendrier des événements,Calendrier interactif affichant les événements avec vue mois/semaine,Créer Calendrier des événements Calendrier interactif affichant les événements avec vue mois/semaine,18.4
Mettre en place Recherche avancée avec filtres multiples,"Recherche avec plusieurs filtres combinés (date, catégorie, statut, prix)","Mettre en place Recherche avancée avec filtres multiples Recherche avec plusieurs filtres combinés (date, catégorie, statut, prix)",13.8
Mettre en place Page de contact avec carte,Formulaire de contact avec une carte Google Maps intégrée,Mettre en place Page de contact avec carte Formulaire de contact avec une carte Google Maps intégrée,5.5
Ajouter la fonctionnalité : Système de tags et étiquettes,Ajout d'un système de tags réutilisables sur plusieurs entités,Ajouter la fonctionnalité : Système de tags et étiquettes Ajout d'un système de tags réutilisables sur plusieurs entités,12.5
Système de sécurité avec détection d'anomalies,Surveillance en temps réel du système avec détection d'anomalies via machine learning,Système de sécurité avec détection d'anomalies Surveillance en temps réel du système avec détection d'anomalies via machine learning,47.7
Plateforme temps réel multi-tenant à grande échelle,Architecture supportant plusieurs organisations simultanément avec isolation des données et scalabilité,Plateforme temps réel multi-tenant à grande échelle Architecture supportant plusieurs organisations simultanément avec isolation des données et scalabilité,56.4
Estimation automatique de l'effort par IA,Modèle de machine learning qui prédit l'effort nécessaire à partir de la description d'une tâche,Estimation automatique de l'effort par IA Modèle de machine learning qui prédit l'effort nécessaire à partir de la description d'une tâche,52.0
Développer : Architecture microservices pour module critique,Refonte d'un module en microservice indépendant avec communication asynchrone,Développer : Architecture microservices pour module critique Refonte d'un module en microservice indépendant avec communication asynchrone,50.6
Ajouter la fonctionnalité : Créer table des catégories,"CRUD basique pour gérer des catégories (ajout, édition, suppression)","Ajouter la fonctionnalité : Créer table des catégories CRUD basique pour gérer des catégories (ajout, édition, suppression)",8.2
Ajouter la fonctionnalité : Système de géolocalisation en temps réel,Suivi de position en temps réel sur une carte avec historique des trajets,Ajouter la fonctionnalité : Système de géolocalisation en temps réel Suivi de position en temps réel sur une carte avec historique des trajets,44.0
Mettre en place Moteur de scoring prédictif client,Modèle prédictif qui score les clients selon leur probabilité de conversion,Mettre en place Moteur de scoring prédictif client Modèle prédictif qui score les clients selon leur probabilité de conversion,52.6
Ajouter la fonctionnalité : Module de facturation automatique récurrente,Génération automatique de factures récurrentes avec gestion des abonnements et relances,Ajouter la fonctionnalité : Module de facturation automatique récurrente Génération automatique de factures récurrentes avec gestion des abonnements et relances,37.1
Développer : Ajout d'un menu de navigation,Menu responsive avec liens vers les pages principales,Développer : Ajout d'un menu de navigation Menu responsive avec liens vers les pages principales,3.9
Développer : Chatbot intelligent avec NLP,Assistant conversationnel utilisant le traitement du langage naturel pour répondre aux questions clients,Développer : Chatbot intelligent avec NLP Assistant conversationnel utilisant le traitement du langage naturel pour répondre aux questions clients,51.2
Système de recherche full-text avec Elasticsearch,Intégration d'un moteur de recherche performant avec indexation et pertinence des résultats,Système de recherche full-text avec Elasticsearch Intégration d'un moteur de recherche performant avec indexation et pertinence des résultats,37.7
Ajouter la fonctionnalité : Upload et gestion d'images,Permettre l'upload d'images avec redimensionnement et stockage sécurisé,Ajouter la fonctionnalité : Upload et gestion d'images Permettre l'upload d'images avec redimensionnement et stockage sécurisé,14.9
Créer Liste des produits avec filtres simples,Affichage produits avec filtre par catégorie uniquement,Créer Liste des produits avec filtres simples Affichage produits avec filtre par catégorie uniquement,7.8
Système de recommandation basé sur le deep learning,Moteur de recommandation utilisant un réseau de neurones entraîné sur les données utilisateurs,Système de recommandation basé sur le deep learning Moteur de recommandation utilisant un réseau de neurones entraîné sur les données utilisateurs,64.7
Développer : Système de rôles et permissions,"Gestion de rôles (admin, manager, user) avec permissions différenciées par page","Développer : Système de rôles et permissions Gestion de rôles (admin, manager, user) avec permissions différenciées par page",22.0
Créer Modifier le profil utilisateur,"Formulaire pour éditer nom, email et photo de profil","Créer Modifier le profil utilisateur Formulaire pour éditer nom, email et photo de profil",6.4
Mettre en place Système de géolocalisation en temps réel,Suivi de position en temps réel sur une carte avec historique des trajets,Mettre en place Système de géolocalisation en temps réel Suivi de position en temps réel sur une carte avec historique des trajets,41.4
Ajouter la fonctionnalité : Système de rôles et permissions,"Gestion de rôles (admin, manager, user) avec permissions différenciées par page","Ajouter la fonctionnalité : Système de rôles et permissions Gestion de rôles (admin, manager, user) avec permissions différenciées par page",18.9
Créer Ajout d'un menu de navigation,Menu responsive avec liens vers les pages principales,Créer Ajout d'un menu de navigation Menu responsive avec liens vers les pages principales,4.0
Ajouter la fonctionnalité : Changer le mot de passe,Formulaire simple de changement de mot de passe avec validation basique,Ajouter la fonctionnalité : Changer le mot de passe Formulaire simple de changement de mot de passe avec validation basique,4.4
Mettre en place Modifier le profil utilisateur,"Formulaire pour éditer nom, email et photo de profil","Mettre en place Modifier le profil utilisateur Formulaire pour éditer nom, email et photo de profil",6.7
Mettre en place Ajouter un champ de recherche,Barre de recherche simple qui filtre une liste côté client,Mettre en place Ajouter un champ de recherche Barre de recherche simple qui filtre une liste côté client,4.3
Mettre en place Intégration d'un système de tags dynamiques,Auto-complétion de tags existants lors de la saisie,Mettre en place Intégration d'un système de tags dynamiques Auto-complétion de tags existants lors de la saisie,12.2
Créer Modifier le profil utilisateur,"Formulaire pour éditer nom, email et photo de profil","Créer Modifier le profil utilisateur Formulaire pour éditer nom, email et photo de profil",6.1
Créer Intégration d'un système de tags dynamiques,Auto-complétion de tags existants lors de la saisie,Créer Intégration d'un système de tags dynamiques Auto-complétion de tags existants lors de la saisie,11.9
Développer : Système de commentaires avec modération,Commentaires avec système de signalement et validation par un admin,Développer : Système de commentaires avec modération Commentaires avec système de signalement et validation par un admin,16.0
Plateforme temps réel multi-tenant à grande échelle,Architecture supportant plusieurs organisations simultanément avec isolation des données et scalabilité,Plateforme temps réel multi-tenant à grande échelle Architecture supportant plusieurs organisations simultanément avec isolation des données et scalabilité,65.0
Mettre en place Créer formulaire de contact,"Ajouter un formulaire simple avec nom, email et message, envoyé par mail","Mettre en place Créer formulaire de contact Ajouter un formulaire simple avec nom, email et message, envoyé par mail",5.4
Intégration API de paiement multiple,"Support de plusieurs passerelles de paiement (Stripe, PayPal, virement) avec réconciliation","Intégration API de paiement multiple Support de plusieurs passerelles de paiement (Stripe, PayPal, virement) avec réconciliation",37.4
Module de facturation automatique récurrente,Génération automatique de factures récurrentes avec gestion des abonnements et relances,Module de facturation automatique récurrente Génération automatique de factures récurrentes avec gestion des abonnements et relances,36.2
Ajouter la fonctionnalité : Ajout d'un système de favoris,Bouton pour ajouter/retirer un élément des favoris de l'utilisateur,Ajouter la fonctionnalité : Ajout d'un système de favoris Bouton pour ajouter/retirer un élément des favoris de l'utilisateur,6.9
Intégration webhook multi-services,Système d'événements sortants vers plusieurs services externes avec retry automatique,Intégration webhook multi-services Système d'événements sortants vers plusieurs services externes avec retry automatique,32.1
Module d'analyse prédictive,Tableau de bord utilisant un modèle prédictif pour anticiper des tendances métier,Module d'analyse prédictive Tableau de bord utilisant un modèle prédictif pour anticiper des tendances métier,41.3
Développer : Intégration paiement en ligne,"Ajouter Stripe pour permettre aux clients de payer leurs commandes, avec gestion des erreurs et webhook de confirmation","Développer : Intégration paiement en ligne Ajouter Stripe pour permettre aux clients de payer leurs commandes, avec gestion des erreurs et webhook de confirmation",37.3
Ajouter la fonctionnalité : Intégration paiement en ligne,"Ajouter Stripe pour permettre aux clients de payer leurs commandes, avec gestion des erreurs et webhook de confirmation","Ajouter la fonctionnalité : Intégration paiement en ligne Ajouter Stripe pour permettre aux clients de payer leurs commandes, avec gestion des erreurs et webhook de confirmation",35.6
Afficher liste des utilisateurs,Page qui affiche la liste des utilisateurs avec pagination simple,Afficher liste des utilisateurs Page qui affiche la liste des utilisateurs avec pagination simple,4.9
Intégration API de paiement multiple,"Support de plusieurs passerelles de paiement (Stripe, PayPal, virement) avec réconciliation","Intégration API de paiement multiple Support de plusieurs passerelles de paiement (Stripe, PayPal, virement) avec réconciliation",41.2
Développer : Ajouter un champ de recherche,Barre de recherche simple qui filtre une liste côté client,Développer : Ajouter un champ de recherche Barre de recherche simple qui filtre une liste côté client,4.2
Créer Historique des actions utilisateur,Journal (log) qui trace les actions importantes effectuées par chaque utilisateur,Créer Historique des actions utilisateur Journal (log) qui trace les actions importantes effectuées par chaque utilisateur,13.8
Mettre en place Système de recommandation basé sur le deep learning,Moteur de recommandation utilisant un réseau de neurones entraîné sur les données utilisateurs,Mettre en place Système de recommandation basé sur le deep learning Moteur de recommandation utilisant un réseau de neurones entraîné sur les données utilisateurs,60.8
Système de cache distribué,Mise en place de Redis pour la mise en cache distribuée sur plusieurs instances serveur,Système de cache distribué Mise en place de Redis pour la mise en cache distribuée sur plusieurs instances serveur,31.7
Développer : Intégration paiement en ligne,"Ajouter Stripe pour permettre aux clients de payer leurs commandes, avec gestion des erreurs et webhook de confirmation","Développer : Intégration paiement en ligne Ajouter Stripe pour permettre aux clients de payer leurs commandes, avec gestion des erreurs et webhook de confirmation",42.6
Ajouter la fonctionnalité : Changer le mot de passe,Formulaire simple de changement de mot de passe avec validation basique,Ajouter la fonctionnalité : Changer le mot de passe Formulaire simple de changement de mot de passe avec validation basique,5.1
Développer : Module de reporting avancé avec export multi-format,"Génération de rapports complexes avec agrégations, filtres dynamiques et export PDF/Excel","Développer : Module de reporting avancé avec export multi-format Génération de rapports complexes avec agrégations, filtres dynamiques et export PDF/Excel",40.9
Ajouter la fonctionnalité : Système de notifications,Notifications en base de données affichées dans une cloche avec compteur non lus,Ajouter la fonctionnalité : Système de notifications Notifications en base de données affichées dans une cloche avec compteur non lus,15.5
Développer : Synchronisation temps réel multi-utilisateurs,Édition collaborative en temps réel avec gestion des conflits entre plusieurs utilisateurs,Développer : Synchronisation temps réel multi-utilisateurs Édition collaborative en temps réel avec gestion des conflits entre plusieurs utilisateurs,51.0
Développer : Automatisation complète des tests avec IA,Génération automatique de scénarios de test à partir de l'analyse du code par IA,Développer : Automatisation complète des tests avec IA Génération automatique de scénarios de test à partir de l'analyse du code par IA,46.9
Module d'analyse prédictive,Tableau de bord utilisant un modèle prédictif pour anticiper des tendances métier,Module d'analyse prédictive Tableau de bord utilisant un modèle prédictif pour anticiper des tendances métier,44.0
Développer : Recherche avancée avec filtres multiples,"Recherche avec plusieurs filtres combinés (date, catégorie, statut, prix)","Développer : Recherche avancée avec filtres multiples Recherche avec plusieurs filtres combinés (date, catégorie, statut, prix)",14.9
Mettre en place Recherche avancée avec filtres multiples,"Recherche avec plusieurs filtres combinés (date, catégorie, statut, prix)","Mettre en place Recherche avancée avec filtres multiples Recherche avec plusieurs filtres combinés (date, catégorie, statut, prix)",16.5
Mettre en place Intégration d'un système de tags dynamiques,Auto-complétion de tags existants lors de la saisie,Mettre en place Intégration d'un système de tags dynamiques Auto-complétion de tags existants lors de la saisie,11.8
Mettre en place Affichage des commentaires,"Liste des commentaires sous un article, sans modération","Mettre en place Affichage des commentaires Liste des commentaires sous un article, sans modération",5.5
Ajouter la fonctionnalité : Créer formulaire de contact,"Ajouter un formulaire simple avec nom, email et message, envoyé par mail","Ajouter la fonctionnalité : Créer formulaire de contact Ajouter un formulaire simple avec nom, email et message, envoyé par mail",5.8
Créer Système de traduction automatique intégré,Traduction en temps réel du contenu de l'application dans plusieurs langues via un modèle NLP,Créer Système de traduction automatique intégré Traduction en temps réel du contenu de l'application dans plusieurs langues via un modèle NLP,49.5
Ajouter la fonctionnalité : Calendrier des événements,Calendrier interactif affichant les événements avec vue mois/semaine,Ajouter la fonctionnalité : Calendrier des événements Calendrier interactif affichant les événements avec vue mois/semaine,15.9
Développer : Plateforme temps réel multi-tenant à grande échelle,Architecture supportant plusieurs organisations simultanément avec isolation des données et scalabilité,Développer : Plateforme temps réel multi-tenant à grande échelle Architecture supportant plusieurs organisations simultanément avec isolation des données et scalabilité,65.0
Système de commentaires avec modération,Commentaires avec système de signalement et validation par un admin,Système de commentaires avec modération Commentaires avec système de signalement et validation par un admin,19.1
Système de messagerie en temps réel,"Chat en temps réel entre utilisateurs avec WebSockets, indicateurs de frappe et statut en ligne","Système de messagerie en temps réel Chat en temps réel entre utilisateurs avec WebSockets, indicateurs de frappe et statut en ligne",45.0
Ajouter la fonctionnalité : Intégration d'un système de tags dynamiques,Auto-complétion de tags existants lors de la saisie,Ajouter la fonctionnalité : Intégration d'un système de tags dynamiques Auto-complétion de tags existants lors de la saisie,10.3
Mettre en place Système de recommandation de produits,Moteur de recommandation basé sur l'historique d'achat et le comportement de l'utilisateur,Mettre en place Système de recommandation de produits Moteur de recommandation basé sur l'historique d'achat et le comportement de l'utilisateur,55.9
Système de cache distribué,Mise en place de Redis pour la mise en cache distribuée sur plusieurs instances serveur,Système de cache distribué Mise en place de Redis pour la mise en cache distribuée sur plusieurs instances serveur,28.0
Développer : Créer table des catégories,"CRUD basique pour gérer des catégories (ajout, édition, suppression)","Développer : Créer table des catégories CRUD basique pour gérer des catégories (ajout, édition, suppression)",7.8
Recherche avancée avec filtres multiples,"Recherche avec plusieurs filtres combinés (date, catégorie, statut, prix)","Recherche avancée avec filtres multiples Recherche avec plusieurs filtres combinés (date, catégorie, statut, prix)",13.3
Développer : Export PDF de rapport,Génération de rapports PDF dynamiques avec mise en page personnalisée,Développer : Export PDF de rapport Génération de rapports PDF dynamiques avec mise en page personnalisée,14.9
Ajouter la fonctionnalité : Afficher liste des utilisateurs,Page qui affiche la liste des utilisateurs avec pagination simple,Ajouter la fonctionnalité : Afficher liste des utilisateurs Page qui affiche la liste des utilisateurs avec pagination simple,5.0
Créer Intégration paiement en ligne,"Ajouter Stripe pour permettre aux clients de payer leurs commandes, avec gestion des erreurs et webhook de confirmation","Créer Intégration paiement en ligne Ajouter Stripe pour permettre aux clients de payer leurs commandes, avec gestion des erreurs et webhook de confirmation",38.6
Créer Intégration webhook multi-services,Système d'événements sortants vers plusieurs services externes avec retry automatique,Créer Intégration webhook multi-services Système d'événements sortants vers plusieurs services externes avec retry automatique,34.6
Mettre en place Système de rôles et permissions,"Gestion de rôles (admin, manager, user) avec permissions différenciées par page","Mettre en place Système de rôles et permissions Gestion de rôles (admin, manager, user) avec permissions différenciées par page",22.5
Système de reconnaissance d'image,Intégration d'un modèle de vision par ordinateur pour classifier des images uploadées,Système de reconnaissance d'image Intégration d'un modèle de vision par ordinateur pour classifier des images uploadées,53.2
Page de contact avec carte,Formulaire de contact avec une carte Google Maps intégrée,Page de contact avec carte Formulaire de contact avec une carte Google Maps intégrée,6.5
Mettre en place Créer table des catégories,"CRUD basique pour gérer des catégories (ajout, édition, suppression)","Mettre en place Créer table des catégories CRUD basique pour gérer des catégories (ajout, édition, suppression)",7.1
Développer : Chatbot intelligent avec NLP,Assistant conversationnel utilisant le traitement du langage naturel pour répondre aux questions clients,Développer : Chatbot intelligent avec NLP Assistant conversationnel utilisant le traitement du langage naturel pour répondre aux questions clients,57.1
Mettre en place Système de rôles et permissions,"Gestion de rôles (admin, manager, user) avec permissions différenciées par page","Mettre en place Système de rôles et permissions Gestion de rôles (admin, manager, user) avec permissions différenciées par page",24.5
Système de sécurité avec détection d'anomalies,Surveillance en temps réel du système avec détection d'anomalies via machine learning,Système de sécurité avec détection d'anomalies Surveillance en temps réel du système avec détection d'anomalies via machine learning,56.0
Système de traduction automatique intégré,Traduction en temps réel du contenu de l'application dans plusieurs langues via un modèle NLP,Système de traduction automatique intégré Traduction en temps réel du contenu de l'application dans plusieurs langues via un modèle NLP,47.1
Ajouter la fonctionnalité : Système de traduction automatique intégré,Traduction en temps réel du contenu de l'application dans plusieurs langues via un modèle NLP,Ajouter la fonctionnalité : Système de traduction automatique intégré Traduction en temps réel du contenu de l'application dans plusieurs langues via un modèle NLP,46.3
Système de notifications,Notifications en base de données affichées dans une cloche avec compteur non lus,Système de notifications Notifications en base de données affichées dans une cloche avec compteur non lus,18.0
Ajouter la fonctionnalité : Afficher liste des utilisateurs,Page qui affiche la liste des utilisateurs avec pagination simple,Ajouter la fonctionnalité : Afficher liste des utilisateurs Page qui affiche la liste des utilisateurs avec pagination simple,4.5
Ajouter la fonctionnalité : Système de tags et étiquettes,Ajout d'un système de tags réutilisables sur plusieurs entités,Ajouter la fonctionnalité : Système de tags et étiquettes Ajout d'un système de tags réutilisables sur plusieurs entités,11.5
Ajouter la fonctionnalité : Synchronisation temps réel multi-utilisateurs,Édition collaborative en temps réel avec gestion des conflits entre plusieurs utilisateurs,Ajouter la fonctionnalité : Synchronisation temps réel multi-utilisateurs Édition collaborative en temps réel avec gestion des conflits entre plusieurs utilisateurs,51.0
Authentification utilisateur,Système de login et inscription avec validation email et hashage du mot de passe,Authentification utilisateur Système de login et inscription avec validation email et hashage du mot de passe,16.0
Créer Historique des actions utilisateur,Journal (log) qui trace les actions importantes effectuées par chaque utilisateur,Créer Historique des actions utilisateur Journal (log) qui trace les actions importantes effectuées par chaque utilisateur,15.1
Calendrier des événements,Calendrier interactif affichant les événements avec vue mois/semaine,Calendrier des événements Calendrier interactif affichant les événements avec vue mois/semaine,18.0
Créer Ajouter bouton de suppression,Bouton pour supprimer un élément avec une confirmation basique,Créer Ajouter bouton de suppression Bouton pour supprimer un élément avec une confirmation basique,3.3
Mettre en place Export CSV simple,Bouton pour exporter une liste en fichier CSV basique,Mettre en place Export CSV simple Bouton pour exporter une liste en fichier CSV basique,4.6
Créer Synchronisation temps réel multi-utilisateurs,Édition collaborative en temps réel avec gestion des conflits entre plusieurs utilisateurs,Créer Synchronisation temps réel multi-utilisateurs Édition collaborative en temps réel avec gestion des conflits entre plusieurs utilisateurs,43.5
Ajouter la fonctionnalité : Système de tags et étiquettes,Ajout d'un système de tags réutilisables sur plusieurs entités,Ajouter la fonctionnalité : Système de tags et étiquettes Ajout d'un système de tags réutilisables sur plusieurs entités,13.1
Module de facturation automatique récurrente,Génération automatique de factures récurrentes avec gestion des abonnements et relances,Module de facturation automatique récurrente Génération automatique de factures récurrentes avec gestion des abonnements et relances,33.1
Développer : Ajout d'un menu de navigation,Menu responsive avec liens vers les pages principales,Développer : Ajout d'un menu de navigation Menu responsive avec liens vers les pages principales,4.6
Ajouter bouton de suppression,Bouton pour supprimer un élément avec une confirmation basique,Ajouter bouton de suppression Bouton pour supprimer un élément avec une confirmation basique,3.0
Mettre en place Module d'analyse prédictive,Tableau de bord utilisant un modèle prédictif pour anticiper des tendances métier,Mettre en place Module d'analyse prédictive Tableau de bord utilisant un modèle prédictif pour anticiper des tendances métier,46.2
Ajouter la fonctionnalité : Créer table des catégories,"CRUD basique pour gérer des catégories (ajout, édition, suppression)","Ajouter la fonctionnalité : Créer table des catégories CRUD basique pour gérer des catégories (ajout, édition, suppression)",7.5
Ajouter la fonctionnalité : Dashboard avec statistiques,Tableau de bord affichant des graphiques et indicateurs clés à partir de la base de données,Ajouter la fonctionnalité : Dashboard avec statistiques Tableau de bord affichant des graphiques et indicateurs clés à partir de la base de données,21.8
Ajouter la fonctionnalité : Afficher liste des utilisateurs,Page qui affiche la liste des utilisateurs avec pagination simple,Ajouter la fonctionnalité : Afficher liste des utilisateurs Page qui affiche la liste des utilisateurs avec pagination simple,5.1
Créer Système de reconnaissance d'image,Intégration d'un modèle de vision par ordinateur pour classifier des images uploadées,Créer Système de reconnaissance d'image Intégration d'un modèle de vision par ordinateur pour classifier des images uploadées,53.0
Ajouter la fonctionnalité : Authentification utilisateur,Système de login et inscription avec validation email et hashage du mot de passe,Ajouter la fonctionnalité : Authentification utilisateur Système de login et inscription avec validation email et hashage du mot de passe,14.1
Intelligence artificielle de détection de fraude,Modèle de machine learning pour détecter les transactions frauduleuses en temps réel,Intelligence artificielle de détection de fraude Modèle de machine learning pour détecter les transactions frauduleuses en temps réel,64.4
Dashboard avec statistiques,Tableau de bord affichant des graphiques et indicateurs clés à partir de la base de données,Dashboard avec statistiques Tableau de bord affichant des graphiques et indicateurs clés à partir de la base de données,17.7
Créer Intégration d'un système de tags dynamiques,Auto-complétion de tags existants lors de la saisie,Créer Intégration d'un système de tags dynamiques Auto-complétion de tags existants lors de la saisie,10.4
Liste des produits avec filtres simples,Affichage produits avec filtre par catégorie uniquement,Liste des produits avec filtres simples Affichage produits avec filtre par catégorie uniquement,7.6
Système de traduction automatique intégré,Traduction en temps réel du contenu de l'application dans plusieurs langues via un modèle NLP,Système de traduction automatique intégré Traduction en temps réel du contenu de l'application dans plusieurs langues via un modèle NLP,50.0
Système de commentaires avec modération,Commentaires avec système de signalement et validation par un admin,Système de commentaires avec modération Commentaires avec système de signalement et validation par un admin,17.0
Ajouter la fonctionnalité : Moteur de scoring prédictif client,Modèle prédictif qui score les clients selon leur probabilité de conversion,Ajouter la fonctionnalité : Moteur de scoring prédictif client Modèle prédictif qui score les clients selon leur probabilité de conversion,59.3
Module de facturation automatique récurrente,Génération automatique de factures récurrentes avec gestion des abonnements et relances,Module de facturation automatique récurrente Génération automatique de factures récurrentes avec gestion des abonnements et relances,39.3
Ajouter la fonctionnalité : Système de messagerie interne,"Chat simple entre utilisateurs avec historique des messages, sans temps réel","Ajouter la fonctionnalité : Système de messagerie interne Chat simple entre utilisateurs avec historique des messages, sans temps réel",19.1
Développer : Authentification utilisateur,Système de login et inscription avec validation email et hashage du mot de passe,Développer : Authentification utilisateur Système de login et inscription avec validation email et hashage du mot de passe,16.2
Mettre en place Intégration d'un système de tags dynamiques,Auto-complétion de tags existants lors de la saisie,Mettre en place Intégration d'un système de tags dynamiques Auto-complétion de tags existants lors de la saisie,10.1
Développer : Affichage des commentaires,"Liste des commentaires sous un article, sans modération","Développer : Affichage des commentaires Liste des commentaires sous un article, sans modération",4.3
Créer Export PDF de rapport,Génération de rapports PDF dynamiques avec mise en page personnalisée,Créer Export PDF de rapport Génération de rapports PDF dynamiques avec mise en page personnalisée,11.5
Créer Affichage des commentaires,"Liste des commentaires sous un article, sans modération","Créer Affichage des commentaires Liste des commentaires sous un article, sans modération",4.5
Ajouter la fonctionnalité : Système de recherche full-text avec Elasticsearch,Intégration d'un moteur de recherche performant avec indexation et pertinence des résultats,Ajouter la fonctionnalité : Système de recherche full-text avec Elasticsearch Intégration d'un moteur de recherche performant avec indexation et pertinence des résultats,31.6
Créer Affichage des commentaires,"Liste des commentaires sous un article, sans modération","Créer Affichage des commentaires Liste des commentaires sous un article, sans modération",4.7
Ajouter la fonctionnalité : Chatbot intelligent avec NLP,Assistant conversationnel utilisant le traitement du langage naturel pour répondre aux questions clients,Ajouter la fonctionnalité : Chatbot intelligent avec NLP Assistant conversationnel utilisant le traitement du langage naturel pour répondre aux questions clients,56.2
Ajouter la fonctionnalité : Synchronisation temps réel multi-utilisateurs,Édition collaborative en temps réel avec gestion des conflits entre plusieurs utilisateurs,Ajouter la fonctionnalité : Synchronisation temps réel multi-utilisateurs Édition collaborative en temps réel avec gestion des conflits entre plusieurs utilisateurs,41.0
Ajouter la fonctionnalité : Module d'analyse prédictive,Tableau de bord utilisant un modèle prédictif pour anticiper des tendances métier,Ajouter la fonctionnalité : Module d'analyse prédictive Tableau de bord utilisant un modèle prédictif pour anticiper des tendances métier,43.1
Système de commentaires avec modération,Commentaires avec système de signalement et validation par un admin,Système de commentaires avec modération Commentaires avec système de signalement et validation par un admin,18.8
